name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients
graham cracker walnut whipped cream caramel cake,187181,55,98212,2006-09-20,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'desserts', 'easy', 'cakes']","[781.2, 70.0, 281.0, 13.0, 21.0, 107.0, 28.0]",14,"['separate eggs', 'beat yolks til thick', 'add sugar , baking powder and flavorings', 'beat egg whites stiff', 'fold into yolks', 'fold in crackers and nuts', 'pour into two ungreased spring-form pans or 2 9"" cake pans lined with wax paper', '{this is what i do] bake 30 minutes at 325 cool', 'whip two cartons real real cream[0ne pint] frost cooled cake with whipped cream', 'refrigerate 4 hours', 'directions for caramel sauce', 'mix all ingredients for sauce together and cook on med', 'to low heat until smooth and thick', 'cool and drizzle over cake']","this makes two 1-layer cakes
i found this recipe in a newspaper & kept it for years before trying.  it is now one of our favorites.  my sis is diabetic, but still has it every holiday.  the orange sauce goes great with the whipped cream.  a real taste treat.","['eggs', 'graham cracker crumbs', 'walnuts', 'baking powder', 'sugar', 'almond flavoring', 'vanilla flavoring', 'cream', 'caramel sauce', 'flour', 'butter', 'egg', 'orange juice', 'vanilla']",14
graham muffins,287870,40,227586,2008-02-23,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'breads']","[223.3, 17.0, 45.0, 7.0, 7.0, 9.0, 9.0]",13,"['grease 16 muffin cups or line with paper bake cups', 'set aside', 'in a medium mixing bowl combine graham crackers , flour , sugar , baking powder , and baking soda', 'make a well in the center of the dry ingredients', 'in a bowl combine egg , milk , and oil', 'add all at once to dry ingredients', 'stir just until moistened', 'stir in chopped nuts', 'fill muffin cups 2 / 3 full', 'place a pecan piece atop each', 'bake in a 375 degree f oven for 15 to 18 minutes or until golden', 'remove from cups', 'makes 16']","got this recipe from bh&g.  looks good, although i have not tried it yet.","['graham crackers', 'all-purpose flour', 'sugar', 'baking powder', 'baking soda', 'egg', 'milk', 'cooking oil', 'pecans']",9
graham streusel coffee cake,181738,70,67103,2006-08-14,"['time-to-make', 'course', 'preparation', 'breads', 'coffee-cakes', '4-hours-or-less']","[6737.8, 526.0, 2455.0, 235.0, 124.0, 578.0, 295.0]",11,"['mix crumbs , pecans , brown sugar , cinnamon and butter', 'set aside', 'blend cake mix , water , oil and eggs on medium speed for about 3 minutes', 'pour half of batter into a greased and floured 9 x 13 pan', 'sprinkle with half of the reserved crumb mixture', 'spread remaining batter evenly over crumb mixture', 'sprinkle batter with remaining crumb mixture', 'bake at 350 degrees for 45 to 50 minutes', 'cool', 'mix powdered sugar and water and drizzle glaze over cake', 'serve']",from a little taste of texas cookbook.  this is a very moist coffee cake.,"['graham cracker crumbs', 'pecans', 'brown sugar', 'cinnamon', 'butter', 'yellow cake mix', 'water', 'oil', 'eggs', 'powdered sugar']",10
grammy dorothys brownies,129085,55,190230,2005-07-08,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-large-groups', 'desserts', 'cookies-and-brownies', 'chocolate', 'number-of-servings']","[193.3, 18.0, 51.0, 3.0, 5.0, 16.0, 6.0]",6,"['work shortening with spoon until fluffy and creamy', 'gradually add sugar , while continually working with spoon until light', 'add eggs and the melted chocolate', 'mix and sift the flour , baking powder and salt , and add , along with the nuts', 'mix well , and turn into a greased 8x8 square pan', 'bake at 350 for 30-35 minutes']","dated 6/21/78, this is a victory for my mother, since no one else got the famed brownie recipe.  these are amazing.  they must be done by hand in order to insure the proper texture.  just think, you’re pre-emotively burning calories!","['shortening', 'granulated sugar', 'eggs', 'unsweetened chocolate', 'cake flour', 'baking powder', 'salt', 'nuts']",8
grand bahama,372782,2,383346,2009-05-19,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[113.1, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",3,"['shake the white rum , brandy , triple sec and lime juice vigorously over ice cubes until well frosted', 'strain into a chilled cocktail glass', 'serve with the slice of lime']",a drink from the bartender's guide.  it has a really good taste but is a lot potent lol.,"['white rum', 'brandy', 'triple sec', 'lime juice', 'lime']",5
grand marnier carrot cake,211501,60,55221,2007-02-14,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-large-groups', 'desserts', 'cakes', 'number-of-servings']","[473.6, 33.0, 213.0, 15.0, 7.0, 34.0, 22.0]",22,"['preheat oven to 350f', 'whisk together flour , cinnamon , baking soda , salt', 'set aside', 'pour mandarin oranges with juice into blender or food processor and pulse a couple times just until oranges are roughly chopped', 'add enough freshly-squeezed orange juice to make 1 1 / 4 cups chopped mandarin orange-juice blend', 'set aside', 'in mixing bowl , beat eggs and add sugars', 'stir in oil , the mandarin orange-juice blend , liqueur , and orange zest', 'then stir in carrots , coconut , and optional nuts', 'add dry ingredients and stir well to combine', 'pour batter into a 9x13"" baking pan that has been greased and floured or just coated with no-stick cooking spray', 'a half-batch may be baked in either an 8x8"" or 9x9"" baking pan', 'bake at 350f for about 40 to 50 minutes or until a toothpick inserted near the center of cake comes out clean', 'a 9x9"" cake will be done in 35 to 40 minutes', 'cool cake completely before frosting', 'for frosting: beat together butter and cream cheese', 'stir in liqueur', 'gradually add powdered sugar , stirring well after each addition and gradually adding the freshly-squeezed orange juice', 'adjust powdered sugar and orange juice amounts as needed for proper spreading consistency', ""because of the cream cheese it's best to keep this cake refrigerated after frosting , but for maximum flavor you may want to bring the cake back to room temperature after refrigeration"", 'the frosted cake freezes well', 'applesauce may be substituted for half of the canola oil and reduced-fat cream cheese may be used']","delicious nuances of bright orange flavor grace this wonderfully 
moist carrot cake and luscious cream cheese frosting. its taste and texture  compare with what i've tried at fancy resorts and so i decided to give the cake a more fitting name. grand marnier carrot cake was originally called sunshine day carrot cake. the recipe was created expressly by me for the rsc #9 contest.","['flour', 'cinnamon', 'baking soda', 'salt', 'mandarin oranges', 'orange juice', 'eggs', 'white sugar', 'brown sugar', 'canola oil', 'grand marnier', 'orange zest', 'carrots', 'shredded coconut', 'pecans', 'cream cheese', 'butter', 'powdered sugar']",18
grand marnier marinated chicken,324479,80,628779,2008-09-10,"['time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'poultry', 'chicken', 'meat', 'chicken-breasts', '4-hours-or-less']","[505.1, 4.0, 202.0, 14.0, 84.0, 3.0, 26.0]",11,"['in a saucepan , combine grand marnier , jam , zest , vinegar , worcestershire sauce , mustard , honey and red pepper flakes', 'simmer over medium-low heat just until honey and jam are melted', 'remove from heat', 'cool to room temperature', 'place chicken breasts , then marinade , in a zip-top plastic bag', 'marinate at least 4 hours and preferably overnight , refrigerated', 'preheat oven to 350f', 'place chicken breasts in a shallow glass baking dish', 'pour marinade over all', 'baste breasts with apricot jam', 'cover loosely and bake 45 minutes to 1 hour , basting with remaining marinade every 15 minutes']",a yummy chicken dish!  chicken marinated in grand mariner and apricot jam. prep time does not include marinating time.,"['grand marnier', 'apricot jam', 'orange zest', 'distilled white vinegar', 'worcestershire sauce', 'dijon mustard', 'honey', 'dried red pepper', 'boneless skinless chicken breast halves', 'olive oil']",10
grand marnier poppy seed cake,488057,80,118840,2012-10-03,"['time-to-make', 'course', 'preparation', 'for-large-groups', 'desserts', 'cakes', 'number-of-servings', '4-hours-or-less']","[373.5, 28.0, 111.0, 9.0, 11.0, 51.0, 15.0]",19,"['butter and flour a 10-inch tube pan', 'heat oven to 350', 'in a large bowl , measure the sifted flour , baking powder , salt , soda , and orange zest', 'set aside', 'in a large mixing bowl , beat butter with 1 1 / 2 cups sugar until creamy', 'beat in cream , vanilla , and eggs until light', 'slowly beat in the flour mixture until well blended', 'stir in the poppy seeds', 'spread the batter in prepared pan', 'bake for 50 to 60 minutes , or until a toothpick inserted in the cake comes out clean', 'meanwhile , about 5 minutes before the cake is done baking , combine grand marnier , orange juice , and 2 / 3 cup sugar in a saucepan', 'bring to a boil , stirring constantly', 'lower heat and simmer for 1 minute', 'take the cake from the oven and place on a rack', 'poke all over the top with a long skewer or cake tester', 'spoon the hot syrup mixture over the cake', 'let stand for 10 minutes then remove pan sides', 'the syrup should have soaked in completely', 'let the cake cool before carefully loosening and removing the tube section']","somewhat similar to a rum cake, but with citrus flavors.  recipe is from the southern food site of about.com.","['all-purpose flour', 'baking powder', 'salt', 'baking soda', 'orange zest', 'butter', 'granulated sugar', 'heavy whipping cream', 'vanilla extract', 'eggs', 'poppy seed', 'grand marnier', 'orange juice']",13
grand marnier sauce,212774,25,401036,2007-02-21,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'desserts']","[652.9, 62.0, 182.0, 5.0, 21.0, 119.0, 19.0]",6,"['beat egg yolks , sugar and flour with a electronic mixer until lightly lemon colored', 'in a medium saucepan , heat milk and cream until bubbly around the edges', 'beat into yolk mixture', 'transfer to saucepan , cook gently over low heat , stirring constantly , until custard has thickened', 'stir in liqueur', 'serve warm or cold']",fantastic sauce to serve with a souffle.,"['egg yolks', 'sugar', 'flour', 'milk', 'heavy cream', 'grand marnier', 'orange liqueur', 'vanilla']",8
grand ola   cookies dipped in chocolate ganache,413667,32,58104,2010-02-19,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-large-groups', 'desserts', 'cookies-and-brownies', 'number-of-servings']","[279.8, 26.0, 59.0, 7.0, 10.0, 41.0, 10.0]",16,"['preheat oven to 350 degrees', 'melt butter add brown sugar and stir till smooth', 'add vanilla and egg stir in to combine', 'in a bowl combine flour , granola , baking soda , salt , cinnamon', 'add to the butter mixture', 'stir in dried fruit , nuts , and chips', 'place on a two greased 14 x 16 inch cookie sheet pans', 'making 20 large cookies', 'be sure to keep them spread apart from each other', 'if need be used an other pan', 'these will spread out', 'bake for 12-15 minutes', 'meanwhile heat cream add chips and stir to blend and creamy', 'remove cookies from oven and let set 5 minutes before placing on racks to cool completely', 'dip generously one end of the cookie into ganache place on wax or a sil pad till harden or chill for quicker results or just eat it !', 'do share the cookie with a loved one']","this decadent, healthy treat made using quaker granola containing oatmeal, nuts, raisins that a lot of fiber and low in sodium is just part of this delicious cookie. it has an optional dried fruit mix of blueberries, cherries, cranberries, plums. use one or all or add raisins. then you have a chocolaty goodness from both semi-sweet and bitter sweet chips inside and then the cookies dipped in rich creamy ganache. and you don't need to pull out a mixer for this easy to make recipe! unless you're making a drink. lol!
 it is almost guilt free! :) the cookies can be made into smaller sizes making 40 just watch the cooking time.","['butter', 'brown sugar', 'egg', 'vanilla', 'flour', 'granola cereal', 'baking soda', 'salt', 'cinnamon', 'dried fruit', 'walnuts', 'bittersweet chocolate chips', 'semi-sweet chocolate chips', 'cream']",14
grand slam smoothie,224629,5,201581,2007-04-25,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', 'low-protein', 'healthy', '5-ingredients-or-less', 'beverages', 'easy', 'low-fat', 'smoothies', 'dietary', 'low-sodium', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'healthy-2', 'low-in-something', 'number-of-servings', '3-steps-or-less']","[116.4, 1.0, 36.0, 0.0, 4.0, 3.0, 8.0]",3,"['combine all ingredients in the blender', 'cover and liquify until smooth', 'serve in a tall glass']","great for breakfast, not too sweet.","['pink grapefruit juice', 'vanilla yogurt', 'banana', 'crushed pineapple']",4
grandma clay spice cookies,262777,80,204024,2007-10-31,"['time-to-make', 'course', 'preparation', 'for-large-groups', 'drop-cookies', 'desserts', 'cookies-and-brownies', 'number-of-servings', '4-hours-or-less']","[93.8, 6.0, 27.0, 3.0, 1.0, 5.0, 4.0]",6,"['cream together sugar , egg , shortening , and molasses', 'mix together dry ingredients', 'add to sugar ingredients', 'mix well', 'drop by teaspoonful on greases cookie sheet', 'bake at 350 for 8-10 minutes or until done']",this came from my mil and betty crocker.,"['shortening', 'sugar', 'egg', 'molasses', 'flour', 'baking soda', 'salt', 'cinnamon', 'clove', 'ginger']",10
